Tax.Liens,Number.of.Open.Accounts,Years.of.Credit.History,Maximum.Open.Credit,Bankruptcies,Current.Loan.Amount,Current.Credit.Balance,Monthly.Debt,Credit.Default,Annual_Income,Months.since.last.delinquent,Home.Ownership_woe,Purpose_woe,Term_woe,Years.in.current.job_woe
0,9,18,917070,0,111056,71288,5761,0,1630504,24,0.092368046,-0.019463863,-0.235664764,0.013849095
0,9,20.4,470074,0,165286,267539,18109,0,1301253,20,0.180264064,-0.019463863,-0.235664764,0.013849095
0,6,5.7,149996,0,326150,46246,31321,1,1352002,1,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,16.5,636856,0,156970,52250,1145,0,832770,0,0.180264064,0.248929095,-0.235664764,0.126700744
0,5,20.9,238348,1,80960,202559,14348,0,1068104,39,-0.193546938,-0.019463863,0.583192905,0.126700744
0,6,14.1,150964,0,484374,120726,24233,1,1046045,27,0.180264064,-0.019463863,-0.235664764,0.126700744
0,25,10.9,176682,1,94072,44859,2398,0,483607,11,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,15,11.4,356554,0,302522,115482,18881,0,1324984,27,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,9,12.2,343552,1,497376,265829,15280,1,1097953,33,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,11,12.3,473352,0,308484,147573,21358,0,1408242,79,0.180264064,-0.019463863,0.583192905,0.126700744
0,11,10.3,867548,0,767536,280231,40151,0,4545408,30,0.180264064,-0.019463863,-0.235664764,0.013849095
0,14,14.8,723844,0,404668,187549,18968,0,1673672,23,-0.193546938,0.248929095,0.583192905,-0.1128066
0,11,38.3,618772,1,255156,297654,8623,0,862277,73,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,14.2,203808,0,108394,138700,9491,0,1141319.817,44,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,15,14.5,536404,0,106634,40774,12371,0,1016766,37,0.180264064,-0.212403717,-0.235664764,0.013849095
0,11,20.1,551716,0,657096,398810,15275,0,1818524.164,60,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,6,13.6,424864,0,152504,208050,40637,0,6133922,17,0.180264064,-0.212403717,-0.235664764,-0.1128066
0,16,15.9,729718,0,291720,360487,18241,0,1037400,61,0.180264064,-0.019463863,0.583192905,0.013849095
0,2,9.5,17270,0,107998,13737,1404,0,1305794,23,0.180264064,-0.212403717,-0.235664764,0.013849095
0,14,16.4,749232,0,351516,535135,16578,0,853803,37,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,12,15.4,412060,0,199210,133456,10643,0,974909,33,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,9.3,447062,0,326876,203471,19619,0,1444506.554,37,0.180264064,-0.019463863,-0.235664764,0.126700744
0,14,27.1,1635590,0,433268,1017032,15295,0,1652095.278,22,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,8,17.2,590260,0,99999999,474601,19686,0,1711824,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,14,25.8,1349414,0,588786,553565,22364,1,1156758,38,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,10,11,288332,0,350482,21413,6432,1,1135098,29,-0.193546938,0.248929095,0.583192905,0.126700744
0,7,29,216348,1,99999999,59964,7483,0,899783,30,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,10,21.4,176682,1,99999999,46075,3658,0,266000,80,0.180264064,0.248929095,-0.235664764,-0.68396445
0,17,14.5,307252,0,261338,135318,28087,0,1316567,13,-0.193546938,0.248929095,0.583192905,-0.1128066
0,10,16,472604,0,611644,304893,20699,0,1075286,20,0.180264064,-0.019463863,0.583192905,-0.1128066
0,7,12.8,185900,0,173052,50578,12018,0,747232,34,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,12.3,206866,0,261184,96292,12631,0,1184194,47,0.180264064,-0.019463863,0.583192905,0.126700744
0,12,31.4,1215038,0,297550,118579,22099,0,1314637.078,6,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,11,15.7,929588,0,108790,69844,9972,0,601312,29,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,18,20.4,1259896,0,538604,467875,24550,0,1705632.178,40,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,9,30.4,245036,0,65032,191710,8592,1,721012,15,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,13,12.9,820534,0,99999999,481878,20113,0,1761699,40,-0.193546938,0.248929095,-0.235664764,0.013849095
0,7,12.1,322014,0,116270,132107,3839,0,1184543.941,55,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,7,11.7,281358,0,88968,23579,10143,0,1137802.984,64,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,4,30.2,315810,0,198000,270009,12118,0,1873970,29,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,15.8,293832,0,99999999,205542,26593,0,1922420,34,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,10,11.5,988020,0,271458,394212,27222,0,1562959,34,0.092368046,-0.019463863,-0.235664764,0.013849095
0,10,20.6,282062,0,216678,80142,14999,0,785954,33,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,10,17.5,563376,0,404096,425239,12396,1,1175958.686,12,0.180264064,-0.019463863,0.583192905,0.126700744
0,8,34.5,253462,1,87472,112081,12983,0,1143332.681,22,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,16,21.6,1705550,0,435820,138453,5210,0,1365188,11,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,11,8.9,545930,0,449504,310232,8621,0,1067572,21,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,3,24.3,270754,0,66550,7942,441,0,191577,39,0.180264064,0.248929095,-0.235664764,0.126700744
0,11,27.6,345664,1,99999999,223896,8110,0,1217957,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,12,14.6,1705858,0,393800,499434,14665,0,771856,22,0.180264064,-0.019463863,0.583192905,-0.1128066
0,15,14.2,0,0,301048,0,12051,1,1309928.325,71,0.180264064,0.248929095,0.583192905,0.126700744
0,17,28.4,6619316,0,522874,3944514,65905,1,1514787.127,29,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,12,12.6,1243396,0,767624,434910,22575,0,2083825,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,15,16.6,741906,0,149358,395333,12343,0,649648,35,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,5,29.5,998030,0,277816,305995,4519,0,1302991.263,39,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,4,13.4,174438,0,326106,132107,9872,1,1172351.796,41,0.180264064,-0.019463863,0.583192905,-0.1128066
0,14,19.7,893640,0,99999999,608931,21743,0,1516960,7,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,11,17.8,265716,0,439428,209304,20924,0,1518024,22,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,15,11.3,746746,0,393030,281827,17098,0,754300,22,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,15.1,541882,0,285428,193287,21639,0,1554884,33,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,12,22.3,1057716,0,763774,667755,37378,0,1884610,16,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,4.9,275044,0,102014,45600,6881,1,1298346,46,0.180264064,0.248929095,-0.235664764,0.126700744
0,11,20.3,234102,1,134970,140923,32954,0,1183616.1,44,0.180264064,-0.019463863,-0.235664764,0.126700744
0,18,13,2935086,0,663960,1462601,42521,1,1815830,16,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,11,18.8,647350,0,262570,494228,13258,0,1814158,33,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,19,21.6,1613568,0,44418,220172,40162,0,1132410.818,24,-0.193546938,0.248929095,-0.235664764,0.126700744
0,10,19,593934,0,355740,186713,17665,0,768056,3,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,17.7,360712,0,585948,306850,17152,0,2432950,28,0.180264064,0.248929095,0.583192905,-0.1128066
0,9,33.8,1080794,0,330330,214681,4928,1,1192631.981,19,-0.193546938,-0.019463863,0.583192905,0.126700744
0,9,15.2,256146,0,234036,187359,11114,1,483227,74,0.180264064,-0.019463863,0.583192905,0.013849095
0,13,13.8,520102,0,111892,123082,10977,0,879377,32,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,11,11.2,490622,0,270226,175427,26359,0,1478086,24,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,7,7,167442,0,278718,125666,18376,0,841662,29,0.180264064,-0.019463863,0.583192905,0.013849095
0,12,10.3,407616,0,270358,211565,19199,0,1315133.48,43,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,11.2,183458,0,91168,69065,13679,0,1133826.662,45,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,12,26.4,1176032,0,762080,741437,59234,0,2256516,30,-0.193546938,-0.019463863,0.583192905,0.126700744
0,7,10.5,526570,0,319924,261041,11489,1,815803,33,0.180264064,-0.019463863,0.583192905,0.126700744
0,16,19.5,2233836,0,766700,1051422,31367,0,2005336,33,-0.193546938,-0.019463863,0.583192905,0.126700744
0,14,23.3,792836,0,528968,625157,23746,0,2226192,73,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,9,17.5,2526018,0,439912,1893597,26911,0,2374525,78,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,6,11.8,97922,0,186846,62320,2227,0,639255,29,0.180264064,0.248929095,-0.235664764,0.013849095
0,13,16.5,638704,0,238150,424745,28795,0,1209071.754,30,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,15.2,839014,0,364892,302879,23376,0,790172,16,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,15,16.5,480194,0,444972,282416,12914,1,856140,61,0.180264064,-0.019463863,-0.235664764,0.013849095
0,13,26,354838,1,131428,116451,14301,0,529663,26,0.092368046,-0.019463863,-0.235664764,0.126700744
0,9,26,310684,0,201058,166896,22720,0,905787,10,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,12,13.9,357764,0,94380,77862,7365,0,640414,46,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,16.6,321420,0,319220,105203,11922,0,1430605,30,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,12,16.2,498366,0,429792,258685,25736,0,1206348,13,0.180264064,-0.019463863,0.583192905,0.126700744
0,6,8.6,216502,0,237116,81339,2468,0,886578,30,0.180264064,0.248929095,-0.235664764,-0.1128066
0,13,12.1,353562,0,540782,187169,46157,1,1510748.722,61,-0.193546938,-0.019463863,0.583192905,0.126700744
0,14,11.8,197428,0,201960,126692,15430,1,805030,34,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,10,18.6,990616,0,434940,106951,17062,0,1197361,52,0.180264064,-0.019463863,0.583192905,0.013849095
0,18,14.4,1095820,0,436392,417354,23405,1,1356790,16,-0.193546938,-0.019463863,0.583192905,0.126700744
0,10,12.8,60764,0,47806,48051,3071,1,835620,12,0.180264064,0.248929095,-0.235664764,0.013849095
0,5,16.1,142494,0,187110,72846,6337,1,1030871.381,58,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,18,530508,0,337172,267121,7701,0,1485800,8,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,19,14.6,486904,0,310288,67279,28022,0,1167569,74,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,4,14,84810,0,556952,66367,15157,0,1503128,16,0.092368046,-0.019463863,0.583192905,0.126700744
0,6,10.2,246026,0,113476,164464,4805,0,468749,40,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,7,16.6,163702,0,129910,108300,11669,1,897598,47,0.180264064,-0.019463863,0.583192905,0.126700744
0,7,10.7,259270,0,190652,220115,6891,1,534565,57,0.180264064,-0.019463863,-0.235664764,0.126700744
0,14,13,568084,0,104412,53960,15234,0,1141712.377,20,0.180264064,-0.019463863,-0.235664764,0.013849095
0,25,10.1,1492612,0,99999999,697395,20451,0,1791358,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,16,11.4,433752,0,99999999,143488,27732,0,1147524,3,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,6,21.4,118668,0,594264,8911,28173,1,1414550,38,-0.193546938,0.248929095,-0.235664764,-0.1128066
0,11,16.8,267564,0,440462,143735,16502,0,2237592,28,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,12,16.5,478192,0,570174,279604,10757,0,1723471,50,-0.193546938,-0.019463863,0.583192905,0.013849095
0,5,15.6,478368,0,265364,7847,420,0,1324582.806,35,0.180264064,0.248929095,-0.235664764,-0.1128066
0,9,18.1,799348,0,418132,287869,6958,1,933926,37,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,21.5,1032988,0,99999999,572736,14498,0,1426007,30,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,6,17.4,145926,1,134640,47880,12177,0,1007760,55,0.092368046,-0.212403717,-0.235664764,0.126700744
0,6,15.2,157586,0,206756,120859,12982,0,529872,24,0.180264064,-0.019463863,-0.235664764,0.126700744
0,20,11,663520,0,472186,400558,12326,0,1700769.717,27,0.180264064,-0.019463863,-0.235664764,0.126700744
0,6,17.3,3957998,0,440968,1842449,43177,0,5712540,12,0.092368046,-0.019463863,0.583192905,0.126700744
0,11,12.2,794376,0,265452,638704,11478,1,668667,14,0.180264064,0.248929095,-0.235664764,0.013849095
0,2,19.1,0,0,99999999,0,1245,0,326154,77,0.180264064,0.248929095,-0.235664764,0.013849095
0,11,21.7,546832,0,209528,238963,20508,0,1189053.838,4,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,6,12.4,605484,0,322080,494152,13835,0,1683799,14,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,24,14.1,1160720,1,392832,184452,14424,0,1587944,38,0.180264064,-0.019463863,0.583192905,0.126700744
0,12,25,2219844,0,174702,354673,14784,0,1263576,33,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,15,11.8,628364,0,381678,417867,12393,0,1260327,19,0.180264064,-0.019463863,-0.235664764,0.126700744
0,13,16.7,710600,0,288926,208658,13052,0,1304289.164,35,0.180264064,-0.019463863,-0.235664764,0.126700744
0,2,16.5,0,0,435380,0,373,0,1543560,52,-0.193546938,-0.212403717,0.583192905,-0.68396445
0,11,28.5,1023858,0,606628,461567,22703,0,1496896,23,-0.193546938,-0.019463863,0.583192905,0.126700744
0,14,22.2,280192,0,319242,105507,17326,1,1676655,20,-0.193546938,-0.019463863,0.583192905,0.126700744
0,14,19.5,1254352,0,369644,705242,39905,1,1182549.347,28,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,6,12.5,365948,0,538780,156446,15064,0,1705632.178,37,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,10,11.4,258280,0,139150,129371,13743,0,667660,48,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,16.7,237094,0,198374,138016,8380,0,744876,29,0.180264064,-0.019463863,-0.235664764,0.013849095
0,3,19.2,40040,0,66682,24510,9887,0,767904,39,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,9,9.1,191818,0,130746,128060,14957,0,621053,29,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,12.6,283228,0,333696,153368,22007,0,1472829.445,61,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,11,32.3,236192,0,99999999,179702,36034,0,1385917,46,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,23.4,750332,0,482262,69977,32506,0,3514145,29,0.092368046,-0.212403717,0.583192905,0.126700744
0,8,34.8,242968,1,142626,114361,11107,0,779418,55,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,16,33,783684,0,223872,556339,30413,0,1508087,35,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,25,26,588610,0,170412,306033,20466,0,1181769.019,28,0.180264064,-0.019463863,-0.235664764,0.126700744
0,4,11.6,103950,0,51986,87172,7445,0,819603,22,0.180264064,-0.019463863,-0.235664764,0.013849095
0,7,15,272228,0,781176,164578,16005,1,1853063.171,26,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,10,694848,0,99999999,546079,22610,0,1184783,30,0.180264064,-0.019463863,-0.235664764,0.126700744
5,9,16,518892,0,345708,163571,17242,1,1231561,71,0.180264064,0.248929095,0.583192905,0.126700744
0,11,43,901912,0,422466,378556,41223,0,2208389,57,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,7,13.5,227062,0,96800,3534,12618,0,613016,40,0.092368046,-0.019463863,-0.235664764,0.126700744
0,13,14.4,694056,0,111584,429172,17874,1,809419,18,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,4,20,468006,0,99999999,354065,20124,0,1032004,30,0.180264064,-0.019463863,0.583192905,0.013849095
0,8,28,1757558,0,99999999,347605,20816,0,1334351,30,-0.193546938,0.248929095,-0.235664764,-0.1128066
0,12,17.6,441958,0,222310,126711,14992,1,1105855.975,8,-0.193546938,-0.019463863,-0.235664764,0.013849095
2,11,15.4,338756,0,482636,206549,39491,1,1495191.395,7,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,13,37.6,1387320,0,99999999,788386,36475,0,6611810,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,15.6,521532,0,241098,339606,15374,1,656564,36,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,22.6,200090,0,67364,53922,9799,0,1881342,32,-0.193546938,0.248929095,0.583192905,-0.1128066
0,9,23.8,244310,0,130834,143051,4708,0,1174691.414,29,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,10,11.4,107910,0,128986,28994,16473,1,1142622,35,0.092368046,-0.019463863,-0.235664764,0.126700744
0,8,23,1514040,0,73612,1179425,14068,0,1430643,66,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,19,24,853314,0,305932,535040,20424,0,1161546,42,0.092368046,-0.019463863,0.583192905,0.126700744
0,8,26.8,1010922,0,53724,613776,16897,0,1836597,16,0.180264064,0.248929095,-0.235664764,0.013849095
0,4,10.9,53614,0,22528,43947,8211,0,667109,42,0.092368046,-0.019463863,-0.235664764,0.013849095
0,21,17.2,1523324,0,465190,657799,24607,0,1700769.717,26,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,19.9,173030,0,628870,105944,24877,0,2618618,10,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,8,452848,0,203588,192033,8240,1,528789,53,0.180264064,0.248929095,-0.235664764,0.013849095
0,11,20.6,1503898,0,99999999,332500,18163,0,1546847,30,-0.193546938,-0.019463863,0.583192905,0.126700744
0,17,8.7,852896,0,130900,115634,11234,0,1174691.414,29,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,14,15.6,384912,0,331958,272916,28987,0,1337847,29,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,7.5,495132,0,107954,102638,1598,0,1584961,23,0.180264064,0.248929095,-0.235664764,0.126700744
0,8,13.6,837606,0,502282,577980,19210,1,2468119,33,-0.193546938,-0.019463863,0.583192905,0.013849095
1,9,19.2,866646,0,694452,615239,24897,0,3141593,33,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,4,7.3,342650,0,325512,155059,11759,0,1015189,17,0.180264064,-0.019463863,0.583192905,0.013849095
0,11,21.7,396880,0,411686,280041,18210,1,815385,34,0.180264064,-0.019463863,0.583192905,0.126700744
0,8,11.3,126456,1,99999999,41838,4044,0,471105,64,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,4,13.2,143022,0,99999999,113639,10775,0,513095,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,14,18.5,235906,0,74888,17518,11161,0,760988,66,0.180264064,0.248929095,-0.235664764,0.126700744
0,13,34.4,587818,0,223256,308142,6775,0,804916,7,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,21,28.4,1447006,1,607310,871036,41196,1,3051552,47,0.092368046,-0.019463863,0.583192905,0.126700744
0,16,30.6,905960,0,373890,309833,25743,0,2032392,45,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,13,17.5,861586,0,352220,462080,23249,0,1532920,49,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,4,9.1,140514,0,99999999,64448,12853,0,1639054,30,0.180264064,0.248929095,-0.235664764,-0.1128066
0,14,18.8,876062,0,741884,385871,37386,0,1367772,11,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,2,14.5,87340,0,87318,72941,1942,1,377074,35,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,21.8,539132,0,307912,422313,17560,1,1785753,10,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,10,11,742764,0,99999999,94297,4276,0,1216000,30,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,10,26.8,457292,1,245498,177707,15613,0,635094,29,-0.193546938,-0.019463863,0.583192905,-0.68396445
0,7,12.1,681604,0,99999999,119491,2625,0,2032468,30,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,7,15.6,377608,0,266530,207423,6368,0,972192,18,0.180264064,-0.019463863,-0.235664764,0.013849095
0,18,37.1,686136,0,417406,278502,22672,0,1503206.944,13,-0.193546938,-0.019463863,0.583192905,0.126700744
0,7,17,92422,0,139744,72884,9155,0,1132571,47,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,10,10.3,200750,1,99999999,131955,11703,0,443023,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,11.7,0,0,210166,0,0,0,233567,0,0.180264064,-0.212403717,-0.235664764,0.126700744
0,4,11,99506,0,377168,83961,21278,1,1050757,67,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,16,22.4,1415326,1,773850,584269,27306,0,2291400,35,0.092368046,-0.019463863,0.583192905,0.013849095
0,7,14.5,124410,0,536690,57057,13195,1,1297814,33,0.180264064,0.248929095,0.583192905,-0.1128066
0,9,13.6,710908,0,73920,200146,11415,0,1133002.584,66,-0.193546938,0.248929095,-0.235664764,0.126700744
0,5,21.6,366234,0,267850,256196,7343,0,1349418,39,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,11,18.3,810392,0,213026,193876,10999,0,640737,12,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,9,19.4,721886,0,172414,162089,8500,0,744496,40,0.180264064,-0.019463863,-0.235664764,0.126700744
0,8,17.2,228470,0,99999999,87400,7066,0,601369,16,0.092368046,-0.212403717,-0.235664764,0.126700744
0,7,28.5,291676,0,132638,246373,19425,1,1050016,8,-0.193546938,0.248929095,-0.235664764,0.126700744
0,9,13.4,265826,0,99999999,55328,5626,0,527478,63,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,16.5,134508,0,216898,75848,14338,1,1030275,25,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,29,19,636526,0,380534,501885,16513,1,913178,38,0.180264064,-0.019463863,0.583192905,-0.1128066
0,9,23,296560,0,404316,247418,26299,0,1901102,21,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,17,28.5,698456,0,294162,177346,7728,0,594510,24,0.180264064,-0.019463863,-0.235664764,0.013849095
0,6,29.1,190630,1,223916,49552,10898,0,1415291,46,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,16.8,1027246,0,280258,415207,22146,0,1452227,35,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,14,37.7,869132,0,726198,532190,21461,1,1570312,19,-0.193546938,0.248929095,-0.235664764,0.126700744
0,17,18.2,1042624,0,197428,264727,14948,1,684646,19,0.092368046,-0.019463863,-0.235664764,0.126700744
0,13,18.9,381590,0,260326,268261,16394,0,1405202,3,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,22.5,367004,0,450296,59280,18579,1,864120,38,-0.193546938,-0.019463863,0.583192905,0.126700744
0,6,21.5,509234,0,551386,285418,10632,0,1619047,10,0.092368046,0.248929095,0.583192905,-0.1128066
0,17,23.8,1299408,0,495000,571216,15690,0,1214746,11,0.092368046,-0.019463863,-0.235664764,0.126700744
0,7,19.7,108086,2,198506,54701,3528,0,2476175,5,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,16,16.8,566852,0,283382,380893,15359,1,1109353.632,26,0.180264064,-0.019463863,0.583192905,-0.1128066
0,14,22.4,403062,1,176330,155610,16057,0,799520,15,0.180264064,-0.019463863,-0.235664764,0.013849095
0,5,18.3,410080,0,385814,343178,13841,0,2094389,21,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,19,17.7,601062,0,524722,397613,36830,0,1567215,61,0.180264064,-0.019463863,-0.235664764,0.013849095
0,22,9.7,232518,0,99999999,180937,12855,0,648166,30,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,6,18.2,443696,0,336116,201571,4567,0,580545,40,0.180264064,-0.019463863,-0.235664764,0.126700744
0,22,20.8,1321056,0,607552,676552,55220,0,2548603,23,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,45.5,382954,0,142714,61180,2753,1,616265,38,0.180264064,0.248929095,-0.235664764,0.126700744
0,9,41,571560,0,150392,345534,20529,1,1475160,18,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,14,21.9,2871902,0,757218,1904864,53843,0,2615844,15,-0.193546938,-0.019463863,0.583192905,0.126700744
0,8,28.2,279510,0,219912,141702,12298,0,784966,20,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,10,13.6,558558,0,349316,194408,21955,0,1459345.616,33,0.180264064,-0.019463863,0.583192905,0.013849095
0,6,17.1,162382,0,193820,112461,11624,1,1115946,57,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,16.9,229130,0,158620,115767,13230,0,532741,48,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,22,482438,0,131626,273334,27653,0,2387293,49,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,20.3,52976,0,44132,36081,4192,1,628748,56,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,23.4,1130030,0,99999999,775865,56296,0,6495720,48,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,9,19.8,963028,0,161546,19969,2510,0,1180110.28,17,0.092368046,-0.212403717,0.583192905,0.126700744
0,7,19.1,319418,0,160842,191995,9016,1,1027726.598,29,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,14,25.9,332926,0,44946,150081,9785,0,970425,23,-0.193546938,-0.212403717,-0.235664764,-0.68396445
0,12,16,183018,1,174702,37449,8351,0,1689917,75,-0.193546938,0.248929095,0.583192905,0.126700744
0,8,14,769164,0,285362,292942,7356,0,1137492,33,0.180264064,-0.019463863,-0.235664764,0.126700744
0,8,20.9,216590,0,221034,177897,12574,0,3626967,13,0.180264064,-0.019463863,-0.235664764,0.013849095
0,16,14.8,963248,0,99999999,366035,24948,0,2093572,30,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,16,9.6,76626,0,65340,44346,16295,0,1135479.105,29,0.180264064,0.248929095,-0.235664764,0.013849095
0,14,19.5,565598,0,43846,450851,40084,0,1893730,25,0.092368046,0.248929095,0.583192905,0.126700744
0,14,22.8,2205302,0,464486,1300835,41596,0,2483338,26,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,5,16.5,547778,0,286880,245062,5966,0,526034,38,0.180264064,-0.019463863,-0.235664764,0.126700744
0,17,13,1713382,0,238920,29602,13241,0,687819,30,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,9,15.2,237490,0,293810,115482,23204,0,1697878,5,0.180264064,0.248929095,0.583192905,0.013849095
1,7,21.8,156530,1,134156,78261,3684,0,1351812,48,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,17,33.6,969914,0,194502,701100,26415,0,1440846,64,0.092368046,-0.019463863,-0.235664764,-0.68396445
0,12,21.5,178596,0,156288,112138,27652,0,2272761,31,0.092368046,0.248929095,0.583192905,-0.1128066
0,18,14.8,767360,1,222926,483778,37182,1,1443962,65,0.180264064,-0.019463863,-0.235664764,0.126700744
